Rank,Name,Global_Sales,,platform,Genre,Publisher,NA_Sales,¯Êº|
463,Rayman,3.03,,13,2,6,1.4,
464,Killzone 2,3.02,,6,7,4,1.85,
465,Tom Clancy's Splinter Cell,3.02,,14,9,6,2.03,
466,Mike Tyson's Punch-Out!!,3.02,,2,11,1,1.45,
467,WWE SmackDown! Shut Your Mouth,3.02,,7,1,29,2.38,
468,Gears of War: Ultimate Edition,3,,17,7,2,2.6,
469,NBA 2K13,3,,5,1,3,1.15,
470,Dragon Ball Z: Budokai Tenkaichi 3,3,,7,11,12,1.57,
471,wwe Smackdown vs. Raw 2006,3,,7,11,472,1.01,
472,Middle-Earth: Shadow of Mordor,2.99,,11,9,20,1.61,
473,Star Fox,2.99,,8,7,1,1.67,
474,The Sims: Livin Large,2.99,,15,6,8,0.12,
475,World Soccer Winning Eleven 6 International,2.99,,7,1,15,1.36,
476,Devil May Cry,2.99,,7,9,10,0.47,
477,Animal Crossing: Happy Home Designer,2.98,,10,8,1,1.33,
478,Battlefield: Bad Company 2,2.97,,6,7,8,0.96,
479,The Sims 4,2.97,,15,8,8,1.58,
480,Star Wars: The Old Republic,2.97,,15,4,8,1.04,
481,Sonic Heroes,2.96,,7,2,9,1.57,
482,Kirby Super Star Ultra,2.96,,4,2,1,1.36,
483,Hitman 2: Silent Assassin,2.96,,7,9,22,1.82,
484,Street Fighter IV,2.95,,5,11,10,1.98,
485,Wave Race 64,2.94,,12,3,1,2.22,
486,SOCOM II: U.S. Navy SEALs,2.94,,7,7,4,1.45,
487,WWE SmackDown! vs. RAW 2006,2.94,,7,11,29,1.76,
488,inFAMOUS,2.94,,6,9,4,2.07,
489,Pac-Man Collection,2.94,,9,5,12,1.83,
490,Mass Effect,2.93,,5,4,2,0.87,
491,WarioWare: Smooth Moves,2.92,,1,5,1,1.43,
492,Cooking Mama: Cook Off,2.91,,1,8,13,1.75,
493,Super Mario World 2: Yoshi's Island,2.91,,9,2,1,0.61,
494,FIFA 14,2.9,,11,1,8,1.84,
495,Titanfall,2.9,,17,7,8,1.54,
496,Sonic Mega Collection Plus,2.9,,7,6,9,1.75,
497,9 Superstars Tennis,2.9,,5,1,9,0.08,
498,World Soccer Winning Eleven 7 International,2.9,,7,1,15,0.71,
499,Need for Speed: Most Wanted,2.89,,6,3,8,0.99,
500,Hot Shots Golf 3,2.89,,7,1,4,1.51,
501,Call of Duty: Fi2t Hour,2.89,,7,7,5,1.54,
502,Zumba Fit2s 2,2.88,,1,1,34,2.03,
503,Syphon Filter,2.88,,13,7,4,1.3,
504,Imagine: Babyz,2.88,,4,8,6,0.09,
505,Colin McRae Rally,2.87,,13,3,158,1.87,
506,Call of Duty: Ghosts,2.86,,17,7,5,2.53,
507,Madden NFL 13,2.86,,5,1,8,2.09,
508,The Elder Scrolls III: Morrowind,2.86,,14,4,6,1.98,
509,Mortal Kombat,2.85,,6,11,20,1.37,
510,F-Zero,2.85,,8,3,1,1.29,
511,Yoshi's Story,2.85,,12,2,1,1.37,
512,Command & Conquer: Red Alert,2.85,,15,12,19,1.4,
513,Skylanders: Spyro's Adventure,2.85,,1,9,5,0.4,
514,FIFA 16,2.85,,6,1,8,1.87,
515,Assassin's Creed: Brotherhood,2.84,,6,9,6,1.65,
516,BioShock,2.83,,5,7,3,2.52,
517,Madden NFL 10,2.83,,5,1,8,1.28,
518,Medal of Honor,2.83,,6,7,8,1.32,
519,WWE SmackDown! vs. Raw,2.83,,7,11,29,1.96,
520,Metroid Prime,2.82,,18,7,1,1.59,
521,Finding Nemo,2.82,,9,9,29,0.02,
522,Myst,2.81,,15,10,392,1.05,
523,Need for Speed: Hot Pursuit,2.81,,6,3,8,1.32,
524,Imagine: Fashion Designer,2.81,,4,8,6,1.32,
525,WWE SmackDown! Here Comes the Pain,2.8,,7,11,29,1.74,
526,Star Wars: The Force Unleashed,2.8,,5,9,18,1.47,
527,Yoshi's Island 4,2.8,,4,2,1,0.29,
528,Hot Shots Golf,2.79,,13,1,4,1.45,
529,Killzone 3,2.79,,6,7,4,1.96,
530,A Bug's Life,2.79,,13,2,4,1.19,
531,WWF SmackDown! Just Bring It,2.79,,7,11,29,0,
532,Dragon Quest V: Tenkuu no Hanayome,2.79,,8,4,25,1.98,
533,Mortal Kombat Trilogy,2.79,,13,11,14,0.89,
534,Battlefield 3,2.79,,15,7,8,2.19,
535,NBA Street,2.79,,7,1,8,0.3,
536,Professor Layton and the Last Specter,2.79,,4,5,1,0.46,
537,Monster Hunter Tri,2.79,,10,4,1,1.68,
538,Jak II,2.78,,7,2,4,1.27,
539,inFAMOUS: Second Son,2.78,,11,9,4,1.44,
540,Ratchet & Clank: Going Commando,2.78,,7,2,4,1.2,
541,Tekken 6,2.78,,6,11,26,1.41,
542,The Sims,2.77,,7,8,8,1.24,
543,Sonic and the Secret Rings,2.77,,1,2,9,1.25,
544,Saints Row: The Third,2.77,,5,9,29,2.56,
545,Missile Command,2.76,,21,7,12,1.43,
546,Mario Paint,2.75,,8,6,1,1.07,
547,Assassin's Creed IV: Black Flag,2.74,,11,9,6,1.02,
548,Pok?mon Stadium 2,2.73,,12,12,1,1.33,
549,Metroid,2.73,,2,9,1,1.52,
550,L.A. Noire,2.72,,5,10,3,1.49,
551,Call of Duty 3,2.71,,5,7,5,1.75,
552,The Legend of Zelda: A Link to the Past,2.7,,9,9,1,0.99,
553,Onimusha: Warlor4,2.7,,7,9,19,1.47,
554,Mortal Kombat X,2.7,,11,11,20,1.25,
555,Mario Party,2.7,,12,6,1,2.42,
556,Madden NFL 12,2.69,,5,1,8,1.85,
557,LEGO Star Wars II: The Original Trilogy,2.69,,7,9,18,2.38,
558,Madden NFL 11,2.69,,5,1,8,1.63,
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,2.69,,4,5,1,1.46,
560,Skate 3,2.68,,5,1,8,1.23,
561,Burnout 3: Takedown,2.68,,7,3,8,0,
562,Yokai Watch 2 Shinuchi,2.68,,10,4,530,0.69,
563,Need for Speed: Shift,2.68,,6,3,8,0.78,
564,Final Fantasy XIII-2,2.68,,6,4,17,1.95,
565,Mortal Kombat,2.67,,20,11,109,1.48,
566,Call Of Duty 2: Big Red One,2.67,,7,7,5,1.78,
567,Guitar Hero: World Tour,2.67,,5,6,5,1.44,
568,Medal of Honor,2.67,,13,7,8,1.99,
569,Fable,2.66,,14,4,2,1.59,
570,Hannah Montana,2.65,,4,9,33,1.15,
571,Tom Clancy's Splinter Cell,2.65,,7,9,6,1.56,
572,Skylanders Giants,2.65,,1,9,5,0.86,
573,Medal of Honor Heroes,2.65,,16,7,8,0,
574,Super Mario Bros.: The Lost Levels,2.65,,2,2,1,2,
575,Star Wars: Shadows of the Empire,2.65,,12,9,1,1.53,
576,LEGO Star Wars: The Complete Saga,2.64,,5,9,18,2,
577,Midnight Club: Street Racing,2.63,,7,3,3,0.76,
578,Pac-Man: Adventures in Time,2.63,,16,11,4,1.53,
579,Halo Wars,2.63,,5,12,2,1.7,
580,God of War Collection,2.63,,6,9,4,2.15,
581,ESPN NFL 2K5,2.62,,7,1,9,1.07,
582,Mario Strikers Charged,2.62,,1,1,1,1.55,
583,Medal of Honor,2.62,,5,7,8,0.59,
584,FIFA Soccer 10,2.62,,5,1,8,2.31,
585,NBA 2K12,2.62,,5,1,3,0.63,
586,Style Savvy,2.61,,4,8,1,0.9,
587,Harry Potter and the Chamber of Secrets,2.61,,7,9,8,1.02,
588,Super Mario All-Stars: Limited Edition,2.6,,1,2,1,1.86,
589,Streets of Rage,2.6,,20,9,9,0.48,
590,FIFA Soccer 09,2.59,,6,1,8,0.93,
591,Ratchet & Clank Future: Tools of Destruction,2.59,,6,2,4,2.03,
592,NBA Live 2005,2.59,,7,1,8,0.64,
593,LittleBigPlanet,2.58,,16,2,4,0.89,
594,Killzone: Shadow Fall,2.58,,11,7,4,1.04,
595,Ghostbusters: The Video Game (4 Version),2.58,,5,9,3,0.37,
596,Monster Hunter Freedom 2,2.58,,16,4,10,1.4,
597,WWE SmackDown vs. RAW 2007,2.58,,7,11,29,1.31,
598,Ratchet & Clank: Up Your Arsenal,2.57,,7,2,4,0.28,
599,Art Academy,2.57,,4,6,1,1.76,
600,Dragon Age: Origins,2.57,,5,4,8,2.14,
601,Madden NFL 08,2.57,,7,1,8,1.7,
602,Sonic Adventure 2 Battle,2.56,,18,2,9,0.15,
603,Dragon Warrior II,2.56,,2,4,25,2.11,
604,Madden NFL 13,2.56,,6,1,8,1.21,
605,Pok?mon Colosseum,2.54,,18,4,1,1.13,
606,Deca Sports,2.54,,1,1,15,2.21,
607,Madden NFL 09,2.54,,5,1,8,2.36,
608,Space Invaders,2.53,,21,7,12,1.13,
609,Crazy Taxi,2.52,,7,3,31,1.55,
610,Perfect Dark,2.52,,12,9,1,1.5,
611,Game Party,2.52,,1,6,491,0.49,
612,Dragon Warrior,2.52,,2,4,10,0.6,
613,Tomb Raider (2013),2.51,,6,9,17,2.29,
614,Marvel: Ultimate Alliance,2.5,,5,4,5,0.13,
615,PES 2009: Pro Evolution Soccer,2.5,,7,1,15,1.28,
616,Mario Party 2,2.5,,12,6,1,0.86,
617,Saints Row: The Third,2.49,,6,9,29,1.84,
618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2.49,,14,9,3,1.29,
619,LEGO Harry Potter: Years 1-4,2.49,,1,9,20,1.81,
620,Mortal Kombat: Deadly Alliance,2.49,,7,11,491,1.15,
621,Resistance 2,2.48,,6,7,4,1.38,
622,Pure,2.48,,5,3,33,1.15,
623,Tomb Raider: The Last Revelation,2.48,,13,9,22,1.72,
624,NBA 2K13,2.48,,6,1,3,1.93,
625,Rock Band,2.48,,5,6,8,2.1,
626,NBA 2K14,2.47,,5,1,3,1.13,
627,Mario Party 4,2.47,,18,6,1,1.67,
628,uDraw Studio,2.46,,1,6,29,1.55,
629,Midnight Club: Los Angeles,2.45,,6,3,3,0,
630,Final Fantasy V,2.45,,8,4,11,0.93,
631,Final Fantasy Tactics,2.45,,13,4,11,2.12,
632,Twisted Metal 2,2.44,,13,3,4,1.44,
633,Halo: Combat Evolved Anniversary,2.44,,5,7,2,0.87,
634,Need for Speed Carbon: Own the City,2.44,,16,3,8,1.07,
635,The Sims: Bustin' Out,2.43,,7,8,8,1.52,
636,Riven: The Sequel to Myst,2.43,,15,10,392,1.56,
637,Tom Clancy's Rainbow Six: Vegas 2,2.42,,5,7,6,1.26,
638,Sonic Adventure,2.42,,23,2,9,1.27,
639,Ice Hockey,2.42,,2,1,1,0.29,
640,pro evolution soccer 2011,2.42,,6,1,15,1.63,
641,Dragon Ball Z: Budokai 2,2.41,,7,11,12,2.07,
642,ATV Offroad Fury,2.41,,7,3,4,0.81,
643,Dino Crisis,2.41,,13,9,10,1.43,
644,Minecraft,2.41,,17,6,2,0.69,
645,Need for Speed: ProStreet,2.41,,7,3,8,2.07,
646,Madden NFL 16,2.4,,17,1,8,2.1,
647,Tetris Plus,2.4,,13,5,550,0.77,
648,Pro Wrestling,2.4,,2,11,1,2.3,
649,Theme Hospital,2.4,,15,12,8,2.15,
650,Frogger's Adventures: Temple of the Frog,2.39,,9,10,15,0.49,
651,Need for Speed (2015),2.39,,11,3,8,1.74,
652,Zumba Fit2s,2.39,,5,1,13,1.54,
653,LEGO Indiana Jo2: The Original Adventures,2.39,,1,9,18,1.49,
655,Monopoly,2.39,,15,6,28,1.07,
656,Batman: Arkham Origins,2.39,,6,9,20,1.48,
657,Dead Island,2.39,,5,9,186,1.67,
658,Guitar Hero,2.38,,7,6,23,1.02,
659,LEGO Star Wars: The Complete Saga,2.38,,6,9,18,1.73,
660,Kinect: Disneyland Adventures,2.38,,5,6,2,1.94,
661,WCW/nWo Revenge,2.38,,12,11,29,1,
662,Bloodborne,2.38,,11,9,4,1.46,
663,NBA 2K15,2.38,,11,1,3,2.04,
664,Madden NFL 11,2.38,,6,1,8,1.16,
665,Yu-Gi-Oh! The Duelists of the Roses,2.38,,7,6,15,2.18,
666,Madden NFL 08,2.37,,5,1,8,2.28,
667,Half-Life 2,2.37,,15,7,24,0.96,
668,The Incredibles,2.37,,7,9,29,1.25,
669,Tony Hawk's Underground 2,2.37,,7,1,5,2.03,
670,Madden NFL 10,2.37,,6,1,8,1.38,
671,Kinect Sports: Season Two,2.36,,5,1,2,0.69,
672,Kirby's Dream Land 2,2.36,,3,2,1,1.07,
673,LEGO Harry Potter: Years 1-4,2.35,,4,9,20,1.39,
674,Donkey Kong Land II,2.35,,3,2,1,0,
675,Dragon Warrior Monsters,2.35,,3,4,22,1.68,
676,Midnight Club: Los Angeles,2.35,,5,3,3,1.32,
677,Skylanders SWAP Force,2.34,,1,2,5,0.92,
678,WWE SmackDown vs Raw 2008,2.34,,7,11,29,1.2,
679,My Fit2s Coach,2.34,,1,1,6,1.08,
680,Resident Evil - Code: Veronica X,2.34,,7,9,10,1.27,
681,The Sims 3,2.33,,5,8,8,1.14,
682,The Legend of Zelda: Majora's Mask 3D,2.32,,10,9,1,1.93,
683,NBA 2K16,2.32,,17,1,3,1.57,
684,Just Dance Ki4,2.32,,1,6,6,0.78,
685,Mario Tennis,2.32,,12,1,1,0.79,
686,Grand Theft Auto,2.32,,13,9,3,0.85,
687,James Bond 007: Everything or Nothing,2.31,,7,7,8,0.52,
688,WarioWare Touched!,2.31,,4,5,1,1.58,
689,Need For Speed: High Stakes,2.31,,13,3,8,0.28,
690,Chrono Trigger,2.31,,8,4,11,1.65,
691,Cool Boarders 3,2.31,,13,1,48,1.24,
692,LEGO Marvel Super Heroes,2.3,,5,9,20,0.95,
693,Guild Wars 2,2.3,,15,9,467,0.95,
694,Pokemon Ranger: Shadows of Almia,2.3,,4,4,1,1.08,
695,Dead Island,2.29,,6,9,186,0.91,
696,Tomb Raider II,2.29,,15,9,22,1.23,
697,God of War: Ascension,2.29,,6,9,4,1.38,
698,Need for Speed Underground 2,2.28,,14,3,8,0.3,
699,Pro Evolution Soccer 2010,2.28,,6,1,15,1.11,
700,Just Dance 2015,2.28,,1,6,6,0,
701,Yokai Watch Busters,2.28,,10,9,530,0.51,
702,Mario Bros.,2.28,,2,2,1,0.38,
703,FIFA Soccer 09,2.28,,7,1,8,1.01,
704,Star Wars: The Force Unleashed,2.28,,6,9,18,1.05,
705,Borderlan4 2,2.28,,6,7,3,0.07,
706,TOCA Touring Car Championship,2.28,,13,3,158,1.12,
707,Paper Mario: Sticker Star,2.27,,10,4,1,1.34,
708,Sonic's Ultimate Ge2is Collection,2.27,,6,6,9,1.07,
709,Super Monkey Ball: Banana Blitz,2.27,,1,6,9,1.22,
710,Kirby: Nightmare in Dream Land,2.27,,9,2,1,0.9,
711,Wario Land 4,2.26,,9,2,1,1.4,
712,Guitar Hero III: Legen4 of Rock,2.26,,6,6,5,1.19,
713,Call of Duty 3,2.26,,1,7,5,1.34,
714,Resident Evil 4,2.26,,1,9,10,0.28,
715,Minecraft,2.25,,22,6,16,0.62,
716,Onimusha 2: Samurai's Destiny,2.25,,7,10,10,1.52,
717,Cool Boarders 2,2.25,,13,1,301,1.48,
718,Paper Mario: The Thousand-Year Door,2.25,,18,4,1,1.93,
719,Madden NFL 12,2.25,,6,1,8,0.67,
720,Monster Hunter Tri,2.25,,1,4,1,0.51,
721,Dissidia: Final Fantasy,2.25,,16,11,17,1.19,
722,Sonic Advance,2.24,,9,2,9,1.29,
723,Spyro: Season of Ice,2.23,,9,2,24,1.74,
724,Teenage Mutant Ninja Turtles II: The Arcade Game,2.23,,2,9,15,1.42,
725,LEGO Indiana Jo2: The Original Adventures,2.23,,4,9,5,1.09,
726,Dance Dance Revolution X2,2.23,,7,8,15,1.27,
727,New Super Luigi U,2.22,,19,2,1,0.88,
728,Prince of Persia: The San4 of Time,2.22,,7,9,6,1.71,
729,Scribblenauts,2.22,,4,5,20,1,
730,The Legend of Zelda: Link's Awakening DX,2.22,,3,10,1,1.03,
731,Need for Speed: Hot Pursuit,2.22,,5,3,8,1.45,
732,BioShock 2,2.21,,5,7,3,1.47,
733,Assassin's Creed IV: Black Flag,2.21,,17,9,6,1.06,
734,Devil May Cry 3: Dante's Awakening Special Edition,2.21,,7,9,10,1.78,
735,Rock Band 2,2.2,,5,6,8,2.06,
736,Frogger,2.2,,21,9,427,2.01,
737,Guitar Hero II,2.2,,5,6,5,1.11,
738,Wario Land 3,2.2,,3,2,1,0.15,
739,Pro Yakyuu Family Stadium,2.2,,2,1,26,1.28,
740,Sonic Unleashed,2.2,,1,2,9,1.06,
741,High School Musical: Makin' the Cut!,2.2,,4,5,33,0.34,
742,Pro Evolution Soccer 2012,2.19,,6,9,15,1.17,
743,Saints Row,2.19,,5,9,29,1.68,
744,Star Wars: Knights of the Old Republic,2.19,,14,4,5,0.87,
745,Kirby's Pinball Land,2.19,,3,6,1,1.04,
746,Donkey Kong Country,2.19,,3,2,1,0.59,
747,Hitman: Absolution,2.19,,6,9,17,0,
748,Yu-Gi-Oh: Duel Monsters 4,2.18,,3,4,15,1.92,
749,ATV Offroad Fury 2,2.18,,7,3,29,1.21,
750,Forza Motorsport 5,2.18,,17,3,2,1.97,
751,Madden NFL 25,2.18,,5,1,8,1.29,
752,Pokemon Ranger,2.18,,4,4,1,1.48,
753,Mario & Luigi: Superstar Saga,2.17,,9,4,1,1.27,
754,Final Fantasy XIII,2.17,,5,4,17,1.6,
755,Star Wars: Rogue Squadron,2.17,,12,8,1,0.48,
756,Tennis,2.17,,2,1,1,1.23,
757,The Sims: House Party,2.16,,15,8,8,1.51,
758,Your Shape featuring Jenny McCarthy,2.16,,1,1,6,1.5,
759,Syphon Filter 2,2.15,,13,7,4,0.54,
760,Tom Clancy's Rainbow Six: Siege,2.15,,11,7,6,0.14,
761,Volleyball,2.15,,2,1,1,0.6,
762,FIFA 15,2.15,,17,1,8,0.52,
763,Call of Duty: Roa4 to Victory,2.14,,16,7,5,0.66,
764,Super Mario RPG: Legend of the Seven Stars,2.14,,8,4,1,0.01,
765,Mahjong,2.14,,2,6,1,1.47,
766,R.C. Pro-Am,2.14,,2,3,1,1.2,
767,SimCity 2000,2.14,,15,8,508,1.99,
768,Demon Attack,2.13,,21,7,298,1.04,
769,Dance Dance Revolution Extreme,2.13,,7,8,15,0.64,
770,Tetris 4,2.13,,4,5,1,0.82,
771,Final Fantasy Tactics Advance,2.13,,9,4,11,0.59,
772,Far Cry: Primal,2.13,,11,9,6,0.93,
773,Toy Story 3: The Video Game,2.12,,4,9,33,0.91,
774,Final Fantasy III,2.12,,4,4,17,1.47,
775,Kirby's Epic Yarn,2.12,,1,2,1,1.37,
776,Project Gotham Racing,2.12,,14,3,2,0.83,
777,Golf,2.12,,3,1,1,1.61,
778,NBA 2K12,2.11,,6,1,3,1.2,
779,Borderlan4,2.11,,6,7,3,1.68,
780,Tony Hawk's Pro Skater,2.11,,12,1,5,0.11,
781,PES 2009: Pro Evolution Soccer,2.11,,6,1,15,1.68,
782,Need for Speed: Hot Pursuit 2,2.11,,7,3,8,0.9,
783,Mario Sports Mix,2.11,,1,1,1,1.35,
784,Rock Band,2.11,,1,6,32,0.63,
785,Dynasty Warriors 4,2.11,,7,9,326,1.63,
786,Mortal Kombat,2.11,,5,11,20,0.94,
787,Parasite Eve,2.1,,13,4,11,1.17,
788,Scooby-Doo! Night of 100 Frights,2.1,,7,2,29,1.54,
789,Project Gotham Racing (JP weekly sales),2.1,,14,9,2,1.77,
790,Need for Speed: Most Wanted 5-1-0,2.1,,16,3,8,1.41,
791,Portal 2,2.1,,5,7,69,0.99,
792,Devil May Cry 3: Dante's Awakening,2.09,,7,9,10,0,
793,Derby Stallion,2.09,,13,1,116,1.16,
794,Dead Rising,2.09,,5,9,10,1.26,
795,Finding Nemo,2.09,,7,9,29,1.84,
796,NBA 2K11,2.09,,5,9,3,1.97,
797,Wipeout: The Game,2.09,,1,6,488,0.92,
798,The Sims 2: Pets,2.09,,4,8,8,0.7,
799,Battlefield: Hardline,2.09,,11,7,8,0.46,
800,Metal Gear Solid: Peace Walker,2.09,,16,9,15,1.77,
801,World of Warcraft: Cataclysm,2.08,,15,4,5,1.11,
802,Tetris Worl4,2.08,,7,5,29,0.63,
803,Need For Speed: Undercover,2.08,,6,3,8,1.36,
804,Dance Dance Revolution: Hottest Party,2.08,,1,8,15,0.97,
805,Mario Party 5,2.08,,18,6,1,0.59,
806,Ghostbusters: The Video Game (4 Version),2.08,,6,9,3,2.04,
807,Sim Theme Park,2.08,,15,12,8,0.89,
808,Warcraft: Orcs & Humans,2.08,,15,12,5,0.79,
809,Skate 3,2.08,,6,1,8,1.54,
810,Spec Ops: Airborne Commando,2.07,,13,7,3,0.63,
811,Kingdom Hearts: Birth by Sleep,2.07,,16,4,17,1.48,
812,UFC 2009 Undisputed,2.07,,5,11,29,0.75,
813,Dark Souls,2.07,,6,4,26,1.64,
814,Yu-Gi-Oh! The Eternal Duelist Soul,2.07,,9,12,15,1.04,
815,Need for Speed: ProStreet,2.06,,5,3,8,0.73,
816,The Sims 3,2.06,,6,8,8,1.2,
817,Tom Clancy's Splinter Cell: Conviction,2.06,,5,9,6,0.71,
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2.06,,9,4,1,1.15,
819,The Incredibles,2.06,,9,9,29,0.68,
820,R4: Ridge Racer Type 4,2.06,,13,3,26,1.06,
821,SoulCalibur II,2.06,,7,11,26,0.89,
822,Mario & Luigi: Dream Team,2.06,,10,4,1,0.73,
823,Need for Speed: ProStreet,2.05,,6,3,8,1.23,
824,Carnival Games,2.05,,4,6,3,1.43,
825,NBA 2K14,2.05,,6,1,3,1.16,
826,Pok?mon Mystery Dungeon: Blue Rescue Team,2.05,,4,4,1,1.47,
827,Sonic Mega Collection,2.05,,18,6,552,0.71,
828,Diablo III,2.05,,6,4,5,1.75,
829,NBA Jam,2.05,,20,1,109,0.48,
830,PGR4 - Project Gotham Racing 4,2.05,,5,3,2,1.11,
831,Kingdom Hearts 358/2 Days,2.04,,4,4,17,1.45,
832,Dance Central 2,2.04,,5,6,2,0.73,
833,Rayman Raving Rabbi4: TV Party,2.04,,1,6,6,1.74,
834,SOCOM: U.S. Navy SEALs: Combined Assault,2.04,,7,7,4,0.71,
835,Peter Jackson's King Kong: The Official Game of the Movie,2.04,,7,9,6,1.2,
836,Donkey Kong Country,2.04,,9,2,1,0.58,
837,Need for Speed: The Run,2.04,,6,9,8,1.53,
838,Madden NFL 15,2.03,,11,1,8,1.25,
839,1080¢X: TenEighty Snowboarding,2.03,,12,1,1,1.47,
840,Just Dance 3,2.03,,5,6,6,1.57,
841,NBA Live 2004,2.03,,7,1,8,1.05,
842,Dead Space,2.02,,6,9,8,1.81,
843,Call of Duty 2,2.02,,5,7,5,1.76,
844,Madden NFL 15,2.02,,5,1,8,0.82,
845,Forza Horizon,2.02,,5,3,2,0.49,
846,TouchMaster,2.01,,4,5,491,1.2,
847,Tom Clancy's The Division,2.01,,17,7,6,0.77,
848,LEGO Marvel Super Heroes,2,,6,9,20,0.89,
849,Fire Emblem: Awakening,2,,10,4,1,0.35,
850,DriveClub,2,,11,3,4,0.52,
851,Super Street Fighter II,2,,8,11,1,1.48,
852,Mortal Kombat vs. DC Universe,2,,6,11,491,0.95,
853,Tenchu: Stealth Assassins,1.99,,13,9,5,0.75,
854,Tennis,1.99,,3,1,1,1.21,
855,Harry Potter and the Chamber of Secrets,1.99,,9,9,8,0.75,
856,Harry Potter and the Chamber of Secrets,1.98,,13,9,8,0.93,
857,SimCity,1.98,,8,8,1,1.25,
858,Battlefield 4,1.98,,17,7,8,1.11,
859,Resident Evil 6,1.98,,5,7,10,0.72,
860,Dragon Age: Inquisition,1.97,,11,4,8,0.99,
861,Sonic Classic Collection,1.97,,4,2,9,0.74,
862,Spyro: Enter the Dragonfly,1.97,,7,2,21,1.2,
863,Call of Duty: World at War,1.97,,1,7,5,0.71,
864,Devil May Cry 2,1.97,,7,9,10,1.01,
865,Burnout Paradise,1.97,,6,3,8,1.84,
866,E.T.: The Extra Terrestrial,1.97,,21,9,12,1.22,
867,BioShock Infinite,1.96,,5,7,3,0.5,
868,Hot Shots Golf: Open Tee,1.96,,16,1,4,1.13,
869,Rad Racer,1.96,,2,3,1,0.18,
870,Soccer,1.96,,2,1,1,0.79,
871,Kirby Squeak Squad,1.96,,4,2,1,1.09,
872,Tom Clancy's Rainbow Six: Vegas,1.96,,5,7,6,1.3,
873,Destiny,1.95,,5,7,5,0.74,
874,Crash Nitro Kart,1.95,,7,3,24,1.26,
875,Grand Theft Auto: San Andreas,1.95,,14,9,3,1.09,
876,Star Wars: Dark Forces,1.95,,15,7,18,1.69,
877,NBA Street Vol. 2,1.95,,7,1,8,0.95,
878,Def Jam Vendetta,1.94,,7,11,8,0.49,
879,FIFA Soccer 09,1.94,,5,1,8,1.94,
880,Who wants to be a millionaire,1.94,,15,6,33,0.59,
881,Scooby Doo and the Cyber Chase,1.94,,13,10,29,0.96,
882,Alleyway,1.94,,3,5,1,1.09,
883,Dragon Ball Z: Budokai 3,1.94,,7,11,12,1.41,
884,Jet Moto 2,1.94,,13,3,4,1.42,
885,Tom Clancy's Ghost Recon,1.94,,7,7,6,1,
886,X-Men Legen4,1.93,,7,4,5,1.15,
887,Batman: Arkham Origins,1.93,,5,9,20,1.1,
888,Guitar Hero: World Tour,1.93,,6,6,5,1.48,
889,Mortal Kombat II,1.93,,8,11,31,0.34,
890,Virtua Fighter 2,1.93,,23,11,9,1.06,
891,Tetris DX,1.93,,3,5,1,1.53,
892,Mortal Kombat vs. DC Universe,1.93,,5,11,491,0.56,
893,Watch Dogs,1.93,,6,9,6,1.51,
894,Mario Super Sluggers,1.93,,1,1,1,0.86,
895,Tomb Raider (2013),1.92,,5,9,17,0.92,
896,The Legend of Zelda: Oracle of Ages,1.92,,3,9,1,0.73,
897,Need for Speed: Shift,1.92,,5,3,8,0.87,
898,Monopoly,1.92,,1,6,8,0.76,
899,Red Faction,1.92,,7,7,29,1.03,
900,The Sims: Makin' Magic,1.92,,15,8,8,0.94,
901,MX Unleashed,1.92,,7,3,29,0.26,
902,PaRappa The Rapper,1.92,,13,6,4,1.06,
903,Toy Story Mania!,1.92,,1,6,33,0.72,
904,Mario Party 3,1.91,,12,6,1,1.14,
905,Star Wars: The Force Unleashed,1.91,,1,9,18,1.3,
906,Game Party 2,1.91,,1,6,491,0.77,
907,Destiny: The Taken King,1.91,,11,7,5,1.08,
908,LEGO Star Wars III: The Clone Wars,1.91,,1,9,18,1.03,
909,Star Wars Rogue Leader: Rogue Squadron II,1.9,,18,8,18,0.59,
910,Max Payne 3,1.9,,6,7,3,0.73,
911,Need for Speed Rivals,1.89,,11,3,8,1.56,
912,Madden NFL 09,1.89,,6,1,8,0.21,
913,Yokai Watch,1.89,,10,4,1,1.05,
914,Ratchet & Clank Future: A Crack in Time,1.88,,6,2,4,1.37,
915,Yu-Gi-Oh! Forbidden Memories,1.88,,13,4,15,0.92,
916,Mortal Kombat: Deception,1.88,,7,11,491,0.25,
917,Hot Shots Golf 2,1.88,,13,1,4,0.89,
918,Medal of Honor: European Assault (All Region sales),1.88,,7,7,8,1.42,
919,WCW Nitro,1.88,,13,11,29,0.47,
920,High School Musical: Sing It!,1.87,,7,6,33,0.96,
921,Star Fox Adventures,1.87,,18,10,1,0.22,
922,FIFA 2000,1.87,,13,1,8,0.53,
923,Dynasty Warriors 3,1.87,,7,9,29,0.73,
924,Donkey Kong Country Returns,1.87,,10,2,1,0.87,
925,The Legend of Zelda: Oracle of Seasons,1.86,,3,10,1,1.75,
926,Madden NFL 06,1.86,,14,1,8,1.12,
927,Shrek 2,1.86,,7,2,5,0.94,
928,The Legend of Dragoon,1.86,,13,4,4,1.37,
929,Turok 2: See4 of Evil,1.86,,12,2,31,0,
